	Code	Occupation_x	Job Family	Career Cluster	Career Pathway	Occupation_y	fullCode	SCode	word_tokens	Title	summary	sampleTitles	summary_tokens	sampleT_tokens
652	19-4099	Remote Sensing Technicians    	Life, Physical, and Social Science	Science, Technology, Engineering & Mathematics	Science and Mathematics	Remote Sensing Technicians	19-4099.03	.03	['Remote', 'Sensing', 'Technicians']	Life, Physical, and Social Science Technicians, All Other	Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips.	Aerial Photo Lab Manager Digital Imaging/CAD Tech; Aerial Sensing Equipment/Camera and Lidar/Geospatial Extraction; Compiler; Digital Cartographic Technician; Geospatial Extractor, Analysis; IP/Mosaic Technician; Meteorologist Liaison; Production Manager; Project Manager; Research Associate	['Apply', 'remote', 'sensing', 'technologies', 'to', 'assist', 'scientists', 'in', 'areas', 'such', 'as', 'natural', 'resources', 'urban', 'planning', 'or', 'homeland', 'security', 'May', 'prepare', 'flight', 'plans', 'or', 'sensor', 'configurations', 'for', 'flight', 'trips']	['Aerial', 'Photo', 'Lab', 'Manager', 'Digital', 'Imaging', 'CAD', 'Tech', 'Aerial', 'Sensing', 'Equipment', 'Camera', 'and', 'Lidar', 'Geospatial', 'Extraction', 'Compiler', 'Digital', 'Cartographic', 'Technician', 'Geospatial', 'Extractor', 'Analysis', 'IP', 'Mosaic', 'Technician', 'Meteorologist', 'Liaison', 'Production', 'Manager', 'Project', 'Manager', 'Research', 'Associate']
653	19-2032	Materials Scientists  	Life, Physical, and Social Science	Science, Technology, Engineering & Mathematics	Science and Mathematics	Materials Scientists	19-2032.00	.00	['Materials', 'Scientists']	Materials Scientists	Research and study the structures and chemical properties of various natural and synthetic or composite materials, including metals, alloys, rubber, ceramics, semiconductors, polymers, and glass. Determine ways to strengthen or combine materials or develop new materials with new or specific properties for use in a variety of products and applications. Includes glass scientists, ceramic scientists, metallurgical scientists, and polymer scientists.	Materials Scientist, Micro Electrical/Mechanical Systems Device Scientist (MEMS Device Scientist), Polymer Materials Consultant, Research and Development Scientist (R and D Scientist), Research Scientist, Senior Materials Scientist, Staff Research Scientist, Staff Scientist, Technology Officer, Vice President Research	['Research', 'and', 'study', 'the', 'structures', 'and', 'chemical', 'properties', 'of', 'various', 'natural', 'and', 'synthetic', 'or', 'composite', 'materials', 'including', 'metals', 'alloys', 'rubber', 'ceramics', 'semiconductors', 'polymers', 'and', 'glass', 'Determine', 'ways', 'to', 'strengthen', 'or', 'combine', 'materials', 'or', 'develop', 'new', 'materials', 'with', 'new', 'or', 'specific', 'properties', 'for', 'use', 'in', 'a', 'variety', 'of', 'products', 'and', 'applications', 'Includes', 'glass', 'scientists', 'ceramic', 'scientists', 'metallurgical', 'scientists', 'and', 'polymer', 'scientists']	['Materials', 'Scientist', 'Micro', 'Electrical', 'Mechanical', 'Systems', 'Device', 'Scientist', 'MEMS', 'Device', 'Scientist', 'Polymer', 'Materials', 'Consultant', 'Research', 'and', 'Development', 'Scientist', 'R', 'and', 'D', 'Scientist', 'Research', 'Scientist', 'Senior', 'Materials', 'Scientist', 'Staff', 'Research', 'Scientist', 'Staff', 'Scientist', 'Technology', 'Officer', 'Vice', 'President', 'Research']
654	19-1042	Medical Scientists, Except Epidemiologists	Life, Physical, and Social Science	Health Science	Biotechnology Research and Development	Medical Scientists, Except Epidemiologists	19-1042.00	.00	['Medical', 'Scientists', 'Except', 'Epidemiologists']	Medical Scientists, Except Epidemiologists	Conduct research dealing with the understanding of human diseases and the improvement of human health. Engage in clinical investigation, research and development, or other related activities. Includes physicians, dentists, public health specialists, pharmacologists, and medical pathologists who primarily conduct research.	Associate Director, Experimental Medicine; Clinical Laboratory Scientist; Clinical Pharmacologist; Investigator; Laboratory Director; Post-Doctoral Fellow; Research Scientist; Scientist; Senior Research Scientist; Senior Scientist	['Conduct', 'research', 'dealing', 'with', 'the', 'understanding', 'of', 'human', 'diseases', 'and', 'the', 'improvement', 'of', 'human', 'health', 'Engage', 'in', 'clinical', 'investigation', 'research', 'and', 'development', 'or', 'other', 'related', 'activities', 'Includes', 'physicians', 'dentists', 'public', 'health', 'specialists', 'pharmacologists', 'and', 'medical', 'pathologists', 'who', 'primarily', 'conduct', 'research']	['Associate', 'Director', 'Experimental', 'Medicine', 'Clinical', 'Laboratory', 'Scientist', 'Clinical', 'Pharmacologist', 'Investigator', 'Laboratory', 'Director', 'Post', 'Doctoral', 'Fellow', 'Research', 'Scientist', 'Scientist', 'Senior', 'Research', 'Scientist', 'Senior', 'Scientist']
655	19-1022	Microbiologists	Life, Physical, and Social Science	Science, Technology, Engineering & Mathematics	Science and Mathematics	Microbiologists	19-1022.00	.00	['Microbiologists']	Microbiologists	Investigate the growth, structure, development, and other characteristics of microscopic organisms, such as bacteria, algae, or fungi. Includes medical microbiologists who study the relationship between organisms and disease or the effects of antibiotics on microorganisms.	Bacteriologist, Clinical Laboratory Scientist, Clinical Microbiologist, Microbiological Analyst, Microbiological Laboratory Technician, Microbiologist, Microbiology Laboratory Manager, Professor of Microbiology, Quality Control Microbiologist (QC Microbiologist), Study Director	['Investigate', 'the', 'growth', 'structure', 'development', 'and', 'other', 'characteristics', 'of', 'microscopic', 'organisms', 'such', 'as', 'bacteria', 'algae', 'or', 'fungi', 'Includes', 'medical', 'microbiologists', 'who', 'study', 'the', 'relationship', 'between', 'organisms', 'and', 'disease', 'or', 'the', 'effects', 'of', 'antibiotics', 'on', 'microorganisms']	['Bacteriologist', 'Clinical', 'Laboratory', 'Scientist', 'Clinical', 'Microbiologist', 'Microbiological', 'Analyst', 'Microbiological', 'Laboratory', 'Technician', 'Microbiologist', 'Microbiology', 'Laboratory', 'Manager', 'Professor', 'of', 'Microbiology', 'Quality', 'Control', 'Microbiologist', 'QC', 'Microbiologist', 'Study', 'Director']
656	19-3039	Neuropsychologists and Clinical Neuropsychologists  	Life, Physical, and Social Science	Human Services	Counseling & Mental Health Services	Neuropsychologists and Clinical Neuropsychologists	19-3039.01	.01	['Neuropsychologists', 'and', 'Clinical', 'Neuropsychologists']	Psychologists, All Other	Apply theories and principles of neuropsychology to diagnose and treat disorders of higher cerebral functioning.	Clinical Neuropsychologist, Neuropsychologist, Neuropsychology Service Director, Pediatric Neuropsychologist, Professor	['Apply', 'theories', 'and', 'principles', 'of', 'neuropsychology', 'to', 'diagnose', 'and', 'treat', 'disorders', 'of', 'higher', 'cerebral', 'functioning']	['Clinical', 'Neuropsychologist', 'Neuropsychologist', 'Neuropsychology', 'Service', 'Director', 'Pediatric', 'Neuropsychologist', 'Professor']
657	19-3039	Psychologists, All Other	Life, Physical, and Social Science	Human Services	Counseling & Mental Health Services	Psychologists, All Other	19-3039.00	.00	['Psychologists', 'All', 'Other']	Psychologists, All Other	All psychologists not listed separately.	cupations with a wide range of characteristics which do not fit into one of the detailed O*NET-SOC occupations. O*NET data is not available for this type of title.  For more detailed occupations under this title, see below. 	['All', 'psychologists', 'not', 'listed', 'separately']	['cupations', 'with', 'a', 'wide', 'range', 'of', 'characteristics', 'which', 'do', 'not', 'fit', 'into', 'one', 'of', 'the', 'detailed', 'O', 'NET', 'SOC', 'occupations', 'O', 'NET', 'data', 'is', 'not', 'available', 'for', 'this', 'type', 'of', 'title', 'For', 'more', 'detailed', 'occupations', 'under', 'this', 'title', 'see', 'below']
658	19-4051	Nuclear Equipment Operation Technicians  	Life, Physical, and Social Science	Manufacturing	Manufacturing Production Process Development	Nuclear Equipment Operation Technicians	19-4051.01	.01	['Nuclear', 'Equipment', 'Operation', 'Technicians']	Nuclear Technicians	Operate equipment used for the release, control, or utilization of nuclear energy to assist scientists in laboratory or production activities.	Equipment Operator, Licensed Nuclear Operator, Non-Licensed Nuclear Equipment Operator (NLO), Non-Licensed Nuclear Plant Operator (NLO), Non-Licensed Operator (NLO), Nuclear Auxiliary Operator, Nuclear Equipment Operator (NEO), Nuclear Operations Specialist, Nuclear Plant Equipment Operator, Operations Technician	['Operate', 'equipment', 'used', 'for', 'the', 'release', 'control', 'or', 'utilization', 'of', 'nuclear', 'energy', 'to', 'assist', 'scientists', 'in', 'laboratory', 'or', 'production', 'activities']	['Equipment', 'Operator', 'Licensed', 'Nuclear', 'Operator', 'Non', 'Licensed', 'Nuclear', 'Equipment', 'Operator', 'NLO', 'Non', 'Licensed', 'Nuclear', 'Plant', 'Operator', 'NLO', 'Non', 'Licensed', 'Operator', 'NLO', 'Nuclear', 'Auxiliary', 'Operator', 'Nuclear', 'Equipment', 'Operator', 'NEO', 'Nuclear', 'Operations', 'Specialist', 'Nuclear', 'Plant', 'Equipment', 'Operator', 'Operations', 'Technician']
659	19-4051	Nuclear Monitoring Technicians	Life, Physical, and Social Science	Manufacturing	Manufacturing Production Process Development	Nuclear Monitoring Technicians	19-4051.02	.02	['Nuclear', 'Monitoring', 'Technicians']	Nuclear Technicians	Collect and test samples to monitor results of nuclear experiments and contamination of humans, facilities, and environment.	Chemistry Technician, Health Physics Technician (HP Technician), Nuclear Chemistry Technician, Radiation Control Technician (Radcon Technician), Radiation Protection Specialist (RP Specialist), Radiation Protection Technician (RP Technician), Radiation Technician, Radiochemical Technician, Senior Health Physics Technician, Senior Radiation Protection Technician	['Collect', 'and', 'test', 'samples', 'to', 'monitor', 'results', 'of', 'nuclear', 'experiments', 'and', 'contamination', 'of', 'humans', 'facilities', 'and', 'environment']	['Chemistry', 'Technician', 'Health', 'Physics', 'Technician', 'HP', 'Technician', 'Nuclear', 'Chemistry', 'Technician', 'Radiation', 'Control', 'Technician', 'Radcon', 'Technician', 'Radiation', 'Protection', 'Specialist', 'RP', 'Specialist', 'Radiation', 'Protection', 'Technician', 'RP', 'Technician', 'Radiation', 'Technician', 'Radiochemical', 'Technician', 'Senior', 'Health', 'Physics', 'Technician', 'Senior', 'Radiation', 'Protection', 'Technician']
660	19-4051	Nuclear Technicians	Life, Physical, and Social Science	Manufacturing	Manufacturing Production Process Development	Nuclear Technicians	19-4051.00	.00	['Nuclear', 'Technicians']	Nuclear Technicians	Assist nuclear physicists, nuclear engineers, or other scientists in laboratory or production activities. May operate, maintain, or provide quality control for nuclear testing and research equipment. May monitor radiation.	f more specific occupations. For additional information, please select one of the specific occupations below.	['Assist', 'nuclear', 'physicists', 'nuclear', 'engineers', 'or', 'other', 'scientists', 'in', 'laboratory', 'or', 'production', 'activities', 'May', 'operate', 'maintain', 'or', 'provide', 'quality', 'control', 'for', 'nuclear', 'testing', 'and', 'research', 'equipment', 'May', 'monitor', 'radiation']	['f', 'more', 'specific', 'occupations', 'For', 'additional', 'information', 'please', 'select', 'one', 'of', 'the', 'specific', 'occupations', 'below']
661	19-2099	Physical Scientists, All Other	Life, Physical, and Social Science	Science, Technology, Engineering & Mathematics	Science and Mathematics	Physical Scientists, All Other	19-2099.00	.00	['Physical', 'Scientists', 'All', 'Other']	Physical Scientists, All Other	All physical scientists not listed separately.	cupations with a wide range of characteristics which do not fit into one of the detailed O*NET-SOC occupations. O*NET data is not available for this type of title.  For more detailed occupations under this title, see below. 	['All', 'physical', 'scientists', 'not', 'listed', 'separately']	['cupations', 'with', 'a', 'wide', 'range', 'of', 'characteristics', 'which', 'do', 'not', 'fit', 'into', 'one', 'of', 'the', 'detailed', 'O', 'NET', 'SOC', 'occupations', 'O', 'NET', 'data', 'is', 'not', 'available', 'for', 'this', 'type', 'of', 'title', 'For', 'more', 'detailed', 'occupations', 'under', 'this', 'title', 'see', 'below']
662	19-2099	Remote Sensing Scientists and Technologists    	Life, Physical, and Social Science	Science, Technology, Engineering & Mathematics	Science and Mathematics	Remote Sensing Scientists and Technologists	19-2099.01	.01	['Remote', 'Sensing', 'Scientists', 'and', 'Technologists']	Physical Scientists, All Other	Apply remote sensing principles and methods to analyze data and solve problems in areas such as natural resource management, urban planning, or homeland security. May develop new sensor systems, analytical techniques, or new applications for existing systems.	Data Analytics Chief Scientist, Geospatial Intelligence Analyst, Professor, Remote Sensing Analyst, Remote Sensing Program Manager, Remote Sensing Scientist, Research and Development Director (R&D Director), Research Scientist, Scientist, Sensor Specialist	['Apply', 'remote', 'sensing', 'principles', 'and', 'methods', 'to', 'analyze', 'data', 'and', 'solve', 'problems', 'in', 'areas', 'such', 'as', 'natural', 'resource', 'management', 'urban', 'planning', 'or', 'homeland', 'security', 'May', 'develop', 'new', 'sensor', 'systems', 'analytical', 'techniques', 'or', 'new', 'applications', 'for', 'existing', 'systems']	['Data', 'Analytics', 'Chief', 'Scientist', 'Geospatial', 'Intelligence', 'Analyst', 'Professor', 'Remote', 'Sensing', 'Analyst', 'Remote', 'Sensing', 'Program', 'Manager', 'Remote', 'Sensing', 'Scientist', 'Research', 'and', 'Development', 'Director', 'R', 'D', 'Director', 'Research', 'Scientist', 'Scientist', 'Sensor', 'Specialist']
